0.00000,0.227826
0.00290,0.223618
0.00580,0.214365
0.00871,0.205766
0.01161,0.200619
0.01451,0.198518
0.01741,0.197805
0.02032,0.196840
0.02322,0.194491
0.02612,0.190482
0.02902,0.185274
0.03193,0.179381
0.03483,0.173233
0.03773,0.167959
0.04063,0.166323
0.04354,0.171339
0.04644,0.183035
0.04934,0.197491
0.05224,0.210038
0.05515,0.218029
0.05805,0.220682
0.06095,0.218196
0.06385,0.211377
0.06676,0.201658
0.06966,0.191148
0.07256,0.182275
0.07546,0.176765
0.07837,0.174640
0.08127,0.174236
0.08417,0.173217
0.08707,0.169542
0.08998,0.162214
0.09288,0.151815
0.09578,0.141063
0.09868,0.133759
0.10159,0.131573
0.10449,0.132499
0.10739,0.133177
0.11029,0.131291
0.11320,0.125855
0.11610,0.116627
0.11900,0.104234
0.12190,0.090603
0.12481,0.078629
0.12771,0.070604
0.13061,0.067153
0.13351,0.068017
0.13642,0.073438
0.13932,0.083523
0.14222,0.096712
0.14512,0.109095
0.14803,0.116250
0.15093,0.117730
0.15383,0.116560
0.15673,0.115307
0.15964,0.114672
0.16254,0.114376
0.16544,0.113629
0.16834,0.111514
0.17125,0.107522
0.17415,0.101947
0.17705,0.096135
0.17995,0.092206
0.18286,0.091846
0.18576,0.095414
0.18866,0.103719
0.19156,0.122184
0.19447,0.157555
0.19737,0.210004
0.20027,0.272326
0.20317,0.334596
0.20608,0.389440
0.20898,0.435968
0.21188,0.477066
0.21478,0.515028
0.21769,0.549152
0.22059,0.577569
0.22349,0.598480
0.22639,0.610741
0.22930,0.615318
0.23220,0.615463
0.23510,0.615401
0.23800,0.618329
0.24091,0.626354
0.24381,0.640822
0.24671,0.661700
0.24961,0.686468
0.25252,0.708694
0.25542,0.721260
0.25832,0.723603
0.26122,0.722022
0.26413,0.720909
0.26703,0.719359
0.26993,0.715736
0.27283,0.709596
0.27574,0.701880
0.27864,0.694736
0.28154,0.690823
0.28444,0.692125
0.28735,0.699221
0.29025,0.711124
0.29315,0.725404
0.29605,0.739134
0.29896,0.751266
0.30186,0.762685
0.30476,0.773797
0.30766,0.783763
0.31057,0.792099
0.31347,0.799418
0.31637,0.806187
0.31927,0.812415
0.32218,0.817280
0.32508,0.819268
0.32798,0.817727
0.33088,0.813987
0.33379,0.810716
0.33669,0.810452
0.33959,0.814397
0.34249,0.822064
0.34540,0.831388
0.34830,0.839398
0.35120,0.843621
0.35410,0.843671
0.35701,0.841182
0.35991,0.838523
0.36281,0.837571
0.36571,0.839163
0.36862,0.842894
0.37152,0.846806
0.37442,0.847859
0.37732,0.844031
0.38023,0.835257
0.38313,0.822722
0.38603,0.808009
0.38893,0.792466
0.39184,0.777475
0.39474,0.764986
0.39764,0.756929
0.40054,0.754413
0.40345,0.757553
0.40635,0.765662
0.40925,0.777437
0.41215,0.790980
0.41506,0.803777
0.41796,0.813077
0.42086,0.817122
0.42376,0.816239
0.42667,0.812938
0.42957,0.810255
0.43247,0.810073
0.43537,0.812860
0.43828,0.818013
0.44118,0.823705
0.44408,0.827185
0.44698,0.825988
0.44989,0.819548
0.45279,0.809597
0.45569,0.798806
0.45859,0.788725
0.46150,0.778928
0.46440,0.767141
0.46730,0.750086
0.47020,0.724835
0.47311,0.689506
0.47601,0.642720
0.47891,0.582007
0.48181,0.506388
0.48472,0.416983
0.48762,0.328426
0.49052,0.269466
0.49342,0.237922
0.49633,0.220228
0.49923,0.208173
0.50213,0.196775
0.50503,0.182910
